Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YMR010W	ANY1	XIII	285100	286317	+	0
YMR011W	HXT2	XIII	288076	289704	+	1
YMR012W	CLU1	XIII	291119	294967	+	5
YMR013C	SEC59	XIII	295179	296756	-	6
YMR014W	BUD22	XIII	298868	300427	+	0
YMR015C	ERG5	XIII	300869	302500	-	5
YMR016C	SOK2	XIII	303236	305593	-	0
YMR017W	SPO20	XIII	307468	308682	+	7
YMR020W	FMS1	XIII	315377	316903	+	0
YMR021C	MAC1	XIII	317165	318418	-	0
YMR022W	UBC7	XIII	318680	319177	+	0
YMR023C	MSS1	XIII	319437	321032	-	5
YMR024W	MRPL3	XIII	321875	323047	+	0
YMR025W	CSI1	XIII	323300	324187	+	0
YMR026C	PEX12	XIII	324236	325438	-	1
YMR027W	YMR027W	XIII	325877	327289	+	0
YMR028W	TAP42	XIII	327473	328582	+	3
YMR029C	FAR8	XIII	328660	330258	-	9
YMR030W	RSF1	XIII	330685	331923	+	36
YMR031C	EIS1	XIII	332212	334743	-	0
YMR032W	HOF1	XIII	335298	337307	+	0
YMR034C	RCH1	XIII	339418	340722	-	0
YMR035W	IMP2	XIII	341142	341675	+	0
YMR036C	MIH1	XIII	341856	343547	-	9
YMR037C	MSN2	XIII	344403	346619	-	34
YMR038C	CCS1	XIII	347511	348272	-	4
YMR039C	SUB1	XIII	348644	349621	-	33
YMR040W	YET2	XIII	350378	350863	+	1
YMR041C	ARA2	XIII	350966	351973	-	0
YMR042W	ARG80	XIII	352591	353136	+	4
YMR043W	MCM1	XIII	353871	354731	+	0
YMR044W	IOC4	XIII	355381	356811	+	1
YMR047C	NUP116	XIII	363364	366711	-	2
YMR048W	CSM3	XIII	366972	367934	+	3
YMR049C	ERB1	XIII	368094	370541	-	8
YMR053C	STB2	XIII	380346	382898	-	0
YMR054W	STV1	XIII	383297	385975	+	2
YMR055C	BUB2	XIII	386101	387021	-	0
YMR056C	AAC1	XIII	387315	388283	-	13
YMR058W	FET3	XIII	388822	390732	+	0
YMR059W	SEN15	XIII	391069	391485	+	10
YMR060C	SAM37	XIII	391532	392530	-	5
YMR061W	RNA14	XIII	392734	394788	+	7
YMR062C	ARG7	XIII	395054	396391	-	4
YMR063W	RIM9	XIII	397059	397796	+	6
YMR064W	AEP1	XIII	397903	399459	+	0
YMR066W	SOV1	XIII	401541	404237	+	0
YMR067C	UBX4	XIII	404323	405573	-	0
YMR068W	AVO2	XIII	406304	407584	+	0
YMR069W	NAT4	XIII	407709	408566	+	0
YMR070W	MOT3	XIII	409154	410626	+	0
YMR071C	TVP18	XIII	410762	411268	-	1
YMR072W	ABF2	XIII	411569	412120	+	0
YMR074C	SDD2	XIII	413036	413485	-	4
YMR075W	RCO1	XIII	413982	416036	+	0
YMR076C	PDS5	XIII	416196	420029	-	0
YMR077C	VPS20	XIII	421484	422182	-	11
YMR078C	CTF18	XIII	422503	424731	-	1
YMR079W	SEC14	XIII	424989	426059	+	0
YMR080C	NAM7	XIII	426712	429702	-	25
YMR081C	ISF1	XIII	430079	431101	-	2
YMR083W	ADH3	XIII	434785	435915	+	1
YMR086W	SEG1	XIII	439175	442090	+	11
YMR087W	YMR087W	XIII	442491	443381	+	12
YMR088C	VBA1	XIII	443414	445189	-	29
YMR089C	YTA12	XIII	445609	448086	-	0
YMR090W	YMR090W	XIII	449227	449928	+	6
YMR091C	NPL6	XIII	450058	451365	-	0
YMR092C	AIP1	XIII	451632	453482	-	1
YMR093W	UTP15	XIII	454015	455556	+	0
YMR094W	CTF13	XIII	455822	457261	+	1
YMR096W	SNZ1	XIII	458399	459301	+	3
YMR097C	MTG1	XIII	459424	460527	-	0
YMR098C	ATP25	XIII	460771	462660	-	17
YMR099C	YMR099C	XIII	463934	464827	-	0
YMR100W	MUB1	XIII	466255	468162	+	15
YMR101C	SRT1	XIII	468445	469536	-	20
YMR102C	YMR102C	XIII	469848	472367	-	5
YMR103C	YMR103C	XIII	472902	473327	-	21
YMR104C	YPK2	XIII	473420	475519	-	22
YMR105C	PGM2	XIII	475897	477606	-	0
YMR106C	YKU80	XIII	478301	480223	-	11
YMR107W	SPG4	XIII	482999	483361	+	5
YMR108W	ILV2	XIII	483952	486147	+	44
YMR109W	MYO5	XIII	486581	490246	+	2
YMR110C	HFD1	XIII	490394	492001	-	3
YMR111C	YMR111C	XIII	492404	493792	-	0
YMR112C	MED11	XIII	494100	494498	-	1
YMR113W	FOL3	XIII	494972	496282	+	9
YMR114C	YMR114C	XIII	496343	497449	-	0
YMR115W	MGR3	XIII	497704	499209	+	0
YMR116C	ASC1	XIII	499456	500688	-	0
YMR117C	SPC24	XIII	501250	501891	-	0
YMR118C	SHH3	XIII	502144	502800	-	22
YMR119W	ASI1	XIII	505231	507207	+	34
YMR120C	ADE17	XIII	507502	509319	-	13
YMR121C	RPL15B	XIII	509734	510348	-	0
YMR122C	YMR122C	XIII	510701	511213	-	46
YMR122W-A	YMR122W-A	XIII	511309	511569	+	2
YMR123W	PKR1	XIII	513593	513961	+	0
YMR124W	EPO1	XIII	514405	517287	+	17
YMR125W	STO1	XIII	517497	520446	+	14
YMR126C	DLT1	XIII	520761	521789	-	0
YMR127C	SAS2	XIII	522329	523366	-	7
YMR128W	ECM16	XIII	523696	527499	+	0
YMR129W	POM152	XIII	527765	531817	+	13
YMR130W	YMR130W	XIII	532110	533027	+	3
YMR131C	RRB1	XIII	533163	534743	-	15
YMR132C	JLP2	XIII	534944	535576	-	2
YMR134W	ERG29	XIII	537799	538551	+	13
YMR135C	GID8	XIII	538689	540062	-	2
YMR136W	GAT2	XIII	541139	542881	+	20
YMR137C	PSO2	XIII	542978	544990	-	9
YMR138W	CIN4	XIII	545155	545730	+	0
YMR139W	RIM11	XIII	546125	547237	+	0
YMR140W	SIP5	XIII	547684	549183	+	10
YMR142C	RPL13B	XIII	550206	551207	-	0
YMR143W	RPS16A	XIII	551907	552903	+	7
YMR144W	FDO1	XIII	553302	554390	+	20
YMR145C	NDE1	XIII	554793	556481	-	2
YMR146C	TIF34	XIII	557481	558542	-	6
YMR147W	YMR147W	XIII	559199	559870	+	0
YMR148W	OSW5	XIII	560183	560812	+	61
YMR152W	YIM1	XIII	563096	564193	+	0
YMR153W	NUP53	XIII	564435	565862	+	0
YMR154C	RIM13	XIII	565999	568182	-	0
YMR155W	YMR155W	XIII	568551	570194	+	0
YMR156C	TPP1	XIII	570300	571016	-	0
YMR157C	AIM36	XIII	571277	572044	-	0
YMR158W	MRPS8	XIII	572248	572715	+	0
YMR160W	YMR160W	XIII	575060	577516	+	2
YMR161W	HLJ1	XIII	577670	578392	+	16
YMR163C	INP2	XIII	584271	586520	-	44
YMR165C	PAH1	XIII	590040	592631	-	1
YMR166C	MME1	XIII	593367	594476	-	1
YMR167W	MLH1	XIII	594886	597195	+	0
YMR168C	CEP3	XIII	597332	599170	-	4
YMR169C	ALD3	XIII	599352	600872	-	0
YMR170C	ALD2	XIII	601562	603082	-	0
YMR171C	EAR1	XIII	603868	605658	-	46
YMR172W	HOT1	XIII	605978	608140	+	1
YMR173W	DDR48	XIII	608674	609981	+	5
YMR174C	PAI3	XIII	610159	610398	-	11
YMR175W	SIP18	XIII	611007	611255	+	3
YMR176W	ECM5	XIII	611695	615975	+	15
YMR177W	MMT1	XIII	616488	618098	+	26
YMR178W	YMR178W	XIII	618440	619303	+	13
YMR179W	SPT21	XIII	619858	622134	+	0
YMR181C	YMR181C	XIII	623616	624080	-	0
YMR182C	RGM1	XIII	624532	625167	-	0
YMR183C	SSO2	XIII	626921	627871	-	21
YMR184W	ADD37	XIII	628141	628785	+	16
YMR185W	RTP1	XIII	629025	631970	+	0
YMR188C	MRPS17	XIII	636291	637004	-	0
YMR189W	GCV2	XIII	637500	640604	+	0
YMR190C	SGS1	XIII	640915	645297	-	13
YMR192W	GYL1	XIII	647118	649280	+	0
YMR194W	RPL36A	XIII	651145	651910	+	0
YMR195W	ICY1	XIII	654034	654417	+	0
YMR196W	YMR196W	XIII	655076	658342	+	0
YMR197C	VTI1	XIII	658545	659234	-	12
YMR198W	CIK1	XIII	659700	661529	+	15
YMR199W	CLN1	XIII	662605	664284	+	13
YMR200W	ROT1	XIII	664737	665522	+	5
YMR201C	RAD14	XIII	665845	667059	-	5
YMR202W	ERG2	XIII	667528	668205	+	3
YMR203W	TOM40	XIII	668489	669655	+	1
YMR204C	INP1	XIII	670063	671340	-	5
YMR205C	PFK2	XIII	671887	674766	-	0
YMR206W	YMR206W	XIII	675896	676837	+	0
YMR209C	YMR209C	XIII	685911	687284	-	0
YMR211W	DML1	XIII	689083	690510	+	0
YMR212C	EFR3	XIII	690695	693043	-	0
YMR213W	CEF1	XIII	693381	695153	+	0
YMR214W	SCJ1	XIII	695320	696483	+	10
YMR215W	GAS3	XIII	696796	698370	+	0
YMR216C	SKY1	XIII	698811	701039	-	0
YMR217W	GUA1	XIII	701772	703367	+	6
YMR218C	TRS130	XIII	703579	706887	-	0
YMR220W	ERG8	XIII	712304	713671	+	4
YMR221C	FMP42	XIII	713931	715466	-	7
YMR222C	FSH2	XIII	715638	716321	-	4
YMR223W	UBP8	XIII	716679	718130	+	12
YMR224C	MRE11	XIII	718575	720653	-	0
YMR225C	MRPL44	XIII	720960	721403	-	0
YMR226C	YMR226C	XIII	721593	722405	-	3
YMR227C	TAF7	XIII	722613	724424	-	13
YMR228W	MTF1	XIII	724626	725651	+	0
YMR230W	RPS10B	XIII	732414	733141	+	0
YMR231W	PEP5	XIII	733542	736634	+	1
YMR233W	TRI1	XIII	739167	739865	+	6
YMR234W	RNH1	XIII	740203	741312	+	21
YMR235C	RNA1	XIII	741512	742735	-	0
YMR236W	TAF9	XIII	742968	743444	+	1
YMR237W	BCH1	XIII	743749	745923	+	0
YMR238W	DFG5	XIII	746281	747729	+	24
YMR239C	RNT1	XIII	748262	749698	-	7
YMR240C	CUS1	XIII	749930	751276	-	12
YMR241W	YHM2	XIII	751952	752905	+	3
YMR242C	RPL20A	XIII	753225	754220	-	0
YMR243C	ZRC1	XIII	754838	756205	-	13
YMR244C-A	COA6	XIII	758517	758870	-	13
YMR246W	FAA4	XIII	759801	761891	+	2
YMR250W	GAD1	XIII	770798	772558	+	1
YMR251W	GTO3	XIII	772819	774015	+	32
YMR251W-A	HOR7	XIII	774752	774931	+	0
YMR252C	YMR252C	XIII	775315	775746	-	9
YMR253C	YMR253C	XIII	775946	777217	-	9
YMR255W	GFD1	XIII	777956	778567	+	15
YMR256C	COX7	XIII	778945	779130	-	1
YMR257C	PET111	XIII	779629	782049	-	6
YMR258C	ROY1	XIII	782620	784281	-	0
YMR259C	TRM732	XIII	784621	788883	-	0
YMR260C	TIF11	XIII	789378	789842	-	1
YMR261C	TPS3	XIII	790205	793369	-	0
YMR262W	YMR262W	XIII	793726	794667	+	0
YMR263W	SAP30	XIII	794919	795524	+	0
YMR264W	CUE1	XIII	795766	796416	+	13
YMR265C	YMR265C	XIII	796540	797928	-	1
YMR266W	RSN1	XIII	798518	801379	+	0
YMR267W	PPA2	XIII	801763	802704	+	3
YMR268C	PRP24	XIII	802888	804228	-	2
YMR269W	TMA23	XIII	804456	805091	+	0
YMR270C	RRN9	XIII	805326	806426	-	1
YMR271C	URA10	XIII	806865	807602	-	18
YMR272C	SCS7	XIII	809623	810783	-	2
YMR273C	ZDS1	XIII	811233	813992	-	4
YMR274C	RCE1	XIII	814364	815341	-	10
YMR275C	BUL1	XIII	815651	818581	-	0
YMR276W	DSK2	XIII	818821	819948	+	2
YMR277W	FCP1	XIII	820253	822454	+	1
YMR278W	PRM15	XIII	822745	824631	+	6
YMR279C	YMR279C	XIII	824729	826351	-	0
YMR280C	CAT8	XIII	827028	831332	-	1
YMR281W	GPI12	XIII	832339	833253	+	0
YMR282C	AEP2	XIII	833356	835098	-	0
YMR283C	RIT1	XIII	835326	836867	-	0
YMR284W	YKU70	XIII	838187	839995	+	0
YMR286W	MRPL33	XIII	841933	842202	+	3
YMR287C	DSS1	XIII	842436	845348	-	1
YMR288W	HSH155	XIII	845568	848486	+	1
YMR289W	ABZ2	XIII	848685	849809	+	0
YMR290C	HAS1	XIII	850074	851615	-	8
YMR291W	TDA1	XIII	852615	854390	+	5
YMR292W	GOT1	XIII	854795	855293	+	0
YMR293C	HER2	XIII	855399	856793	-	0
YMR294W	JNM1	XIII	856954	858087	+	4
YMR296C	LCB1	XIII	859215	860960	-	23
YMR297W	PRC1	XIII	861883	863520	+	13
YMR298W	LIP1	XIII	863819	864271	+	0
YMR299C	DYN3	XIII	864412	865350	-	0
YMR300C	ADE4	XIII	865559	867178	-	29
YMR301C	ATM1	XIII	867555	869693	-	22
YMR302C	YME2	XIII	870073	872625	-	0
YMR303C	ADH2	XIII	873291	874337	-	0
YMR304W	UBP15	XIII	874963	878679	+	8
YMR305C	SCW10	XIII	879063	880235	-	1
YMR307W	GAS1	XIII	886994	888682	+	3
YMR308C	PSE1	XIII	888952	892248	-	9
YMR309C	NIP1	XIII	892988	895471	-	15
YMR310C	YMR310C	XIII	895716	896672	-	1
YMR311C	GLC8	XIII	896914	897621	-	6
YMR312W	ELP6	XIII	898387	899226	+	6
YMR313C	TGL3	XIII	899379	901337	-	10
YMR314W	PRE5	XIII	901694	902413	+	5
YMR315W	YMR315W	XIII	902800	903849	+	0
YMR316C-A	YMR316C-A	XIII	905662	906006	-	11
YMR316W	DIA1	XIII	904822	905835	+	1
YMR318C	ADH6	XIII	911061	912146	-	1
YMR319C	FET4	XIII	912880	914541	-	1
YNL002C	RLP7	XIV	626174	627142	-	0
YNL003C	PET8	XIV	624975	625850	-	7
YNL006W	LST8	XIV	620067	620978	+	0
YNL007C	SIS1	XIV	618507	619568	-	1
YNL008C	ASI3	XIV	616211	618244	-	1
YNL009W	IDP3	XIV	614803	616083	+	6
YNL010W	YNL010W	XIV	613614	614360	+	7
YNL011C	YNL011C	XIV	611836	613170	-	0
YNL012W	SPO1	XIV	609683	611665	+	1
YNL015W	PBI2	XIV	605357	605611	+	9
YNL016W	PUB1	XIV	602877	604268	+	10
YNL020C	ARK1	XIV	595623	597545	-	2
YNL021W	HDA1	XIV	593227	595347	+	0
YNL022C	RCM1	XIV	591427	592899	-	0
YNL023C	FAP1	XIV	588263	591160	-	0
YNL024C	EFM6	XIV	587107	587847	-	0
YNL024C-A	KSH1	XIV	586602	586853	-	11
YNL025C	SSN8	XIV	584320	585291	-	0
YNL026W	SAM50	XIV	581920	583374	+	0
YNL027W	CRZ1	XIV	579580	581616	+	0
YNL029C	KTR5	XIV	577205	578773	-	0
YNL030W	HHF2	XIV	576724	577038	+	1
YNL031C	HHT2	XIV	575640	576050	-	0
YNL032W	SIW14	XIV	574506	575351	+	0
YNL033W	YNL033W	XIV	572987	573853	+	4
YNL035C	YNL035C	XIV	568522	569691	-	0
YNL036W	NCE103	XIV	559808	560479	+	2
YNL037C	IDH1	XIV	557920	559002	-	0
YNL039W	BDP1	XIV	555048	556832	+	0
YNL040W	YNL040W	XIV	553377	554750	+	1
YNL041C	COG6	XIV	549468	551987	-	0
YNL042W	BOP3	XIV	548052	549290	+	16
YNL044W	YIP3	XIV	545247	545877	+	7
YNL045W	LAP2	XIV	542963	544978	+	0
YNL046W	YNL046W	XIV	542298	542822	+	2
YNL047C	SLM2	XIV	539911	541881	-	0
YNL048W	ALG11	XIV	538173	539819	+	0
YNL049C	SFB2	XIV	535281	537914	-	1
YNL050C	YNL050C	XIV	534079	534988	-	2
YNL051W	COG5	XIV	532659	533870	+	0
YNL052W	COX5A	XIV	531725	532186	+	0
YNL053W	MSG5	XIV	529936	531411	+	2
YNL054W	VAC7	XIV	526086	529583	+	0
YNL055C	POR1	XIV	517994	518845	-	0
YNL056W	OCA2	XIV	517225	517842	+	8
YNL058C	YNL058C	XIV	515763	516713	-	0
YNL059C	ARP5	XIV	512668	514947	-	4
YNL061W	NOP2	XIV	510540	512396	+	0
YNL062C	GCD10	XIV	508776	510212	-	0
YNL064C	YDJ1	XIV	505868	507139	-	14
YNL065W	AQR1	XIV	503703	505484	+	7
YNL066W	SUN4	XIV	501515	502777	+	0
YNL067W	RPL9B	XIV	499681	500256	+	0
YNL068C	FKH2	XIV	495701	498304	-	5
YNL069C	RPL16B	XIV	493956	495001	-	0
YNL070W	TOM7	XIV	493366	493548	+	0
YNL071W	LAT1	XIV	491523	492971	+	0
YNL072W	RNH201	XIV	490317	491240	+	0
YNL073W	MSK1	XIV	488386	490116	+	0
YNL074C	MLF3	XIV	486766	488157	-	11
YNL075W	IMP4	XIV	485601	486479	+	2
YNL076W	MKS1	XIV	483553	485310	+	1
YNL077W	APJ1	XIV	481391	482977	+	0
YNL078W	NIS1	XIV	479759	480991	+	3
YNL079C	TPM1	XIV	478566	479186	-	7
YNL080C	EOS1	XIV	476932	478032	-	0
YNL081C	SWS2	XIV	476188	476628	-	3
YNL082W	PMS1	XIV	473391	476012	+	0
YNL083W	SAL1	XIV	471377	472861	+	0
YNL084C	END3	XIV	470053	471102	-	0
YNL085W	MKT1	XIV	467131	469623	+	0
YNL086W	SNN1	XIV	466334	466642	+	0
YNL087W	TCB2	XIV	462411	465947	+	0
YNL090W	RHO2	XIV	456565	457143	+	0
YNL091W	NST1	XIV	452372	456130	+	12
YNL092W	YNL092W	XIV	450838	452073	+	11
YNL093W	YPT53	XIV	449823	450530	+	15
YNL094W	APP1	XIV	447350	449374	+	87
YNL095C	YNL095C	XIV	444912	446864	-	8
YNL096C	RPS7B	XIV	443398	444315	-	0
YNL097C	PHO23	XIV	441366	442400	-	14
YNL098C	RAS2	XIV	439602	440597	-	9
YNL099C	OCA1	XIV	438567	439283	-	0
YNL100W	MIC27	XIV	437613	438317	+	0
YNL101W	AVT4	XIV	434999	437140	+	0
YNL102W	POL1	XIV	430087	434493	+	0
YNL103W	MET4	XIV	427732	429753	+	1
YNL104C	LEU4	XIV	424895	426757	-	1
YNL106C	INP52	XIV	420944	424519	-	8
YNL107W	YAF9	XIV	420098	420778	+	0
YNL108C	YNL108C	XIV	419014	419829	-	1
YNL110C	NOP15	XIV	417826	418494	-	2
YNL111C	CYB5	XIV	416940	417332	-	10
YNL113W	RPC19	XIV	412771	413199	+	0
YNL115C	YNL115C	XIV	410119	412056	-	1
YNL116W	DMA2	XIV	408335	409909	+	2
YNL117W	MLS1	XIV	406358	408022	+	0
YNL118C	DCP2	XIV	402652	405564	-	0
YNL119W	NCS2	XIV	401040	402521	+	0
YNL121C	TOM70	XIV	398684	400537	-	0
YNL122C	YNL122C	XIV	398023	398370	-	0
YNL123W	NMA111	XIV	394685	397678	+	0
YNL124W	NAF1	XIV	392883	394370	+	3
YNL125C	ESBP6	XIV	390146	392167	-	0
YNL126W	SPC98	XIV	387221	389767	+	2
YNL127W	FAR11	XIV	383972	386848	+	5
YNL128W	TEP1	XIV	382359	383663	+	0
YNL130C	CPT1	XIV	379558	380873	-	14
YNL131W	TOM22	XIV	378740	379225	+	9
YNL132W	KRE33	XIV	375321	378491	+	0
YNL133C	FYV6	XIV	374171	374695	-	1
YNL134C	YNL134C	XIV	372451	373602	-	7
YNL135C	FPR1	XIV	371882	372229	-	1
YNL136W	EAF7	XIV	370359	371645	+	3
YNL137C	NAM9	XIV	368595	370058	-	1
YNL138W	SRV2	XIV	366738	368321	+	1
YNL138W-A	YSF3	XIV	366015	366412	+	6
YNL141W	AAH1	XIV	359593	360639	+	1
YNL142W	MEP2	XIV	357429	358952	+	8
YNL144C	YNL144C	XIV	352820	355156	-	38
YNL145W	MFA2	XIV	352414	352530	+	0
YNL146C-A	YNL146C-A	XIV	351386	351619	-	13
YNL146W	YNL146W	XIV	351715	352017	+	0
YNL147W	LSM7	XIV	350907	351383	+	11
YNL148C	ALF1	XIV	349907	350671	-	0
YNL149C	PGA2	XIV	349367	349756	-	0
YNL151C	RPC31	XIV	347766	348536	-	5
YNL152W	INN1	XIV	346298	347542	+	5
YNL153C	GIM3	XIV	345669	346061	-	1
YNL154C	YCK2	XIV	343636	345276	-	0
YNL155W	CUZ1	XIV	342501	343340	+	5
YNL156C	NSG2	XIV	341069	342004	-	12
YNL157W	IGO1	XIV	340352	340858	+	0
YNL158W	PGA1	XIV	339597	340208	+	5
YNL159C	ASI2	XIV	338478	339347	-	0
YNL160W	YGP1	XIV	336545	337609	+	0
YNL161W	CBK1	XIV	332597	334867	+	0
YNL162W	RPL42A	XIV	331322	332154	+	0
YNL162W-A	YNL162W-A	XIV	330329	330547	+	0
YNL164C	IBD2	XIV	325265	326374	-	18
YNL165W	YNL165W	XIV	323811	325052	+	7
YNL166C	BNI5	XIV	322219	323568	-	1
YNL167C	SKO1	XIV	319416	321467	-	36
YNL168C	FMP41	XIV	318030	318809	-	0
YNL169C	PSD1	XIV	316169	317671	-	0
YNL173C	MDG1	XIV	308957	310057	-	0
YNL175C	NOP13	XIV	307401	308612	-	0
YNL176C	TDA7	XIV	305070	306980	-	0
YNL177C	MRPL22	XIV	303686	304615	-	0
YNL178W	RPS3	XIV	302680	303402	+	0
YNL180C	RHO5	XIV	299654	300676	-	9
YNL181W	PBR1	XIV	298335	299558	+	0
YNL182C	IPI3	XIV	295960	297687	-	20
YNL183C	NPR1	XIV	293137	295512	-	1
YNL185C	MRPL19	XIV	292193	292729	-	20
YNL186W	UBP10	XIV	289465	291876	+	11
YNL187W	SWT21	XIV	287829	289067	+	55
YNL188W	KAR1	XIV	286308	287609	+	0
YNL189W	SRP1	XIV	284188	285888	+	24
YNL191W	DUG3	XIV	280429	281505	+	1
YNL192W	CHS1	XIV	276466	279897	+	12
YNL193W	YNL193W	XIV	274353	276044	+	5
YNL194C	YNL194C	XIV	272710	273615	-	0
YNL195C	YNL195C	XIV	271523	272308	-	0
YNL197C	WHI3	XIV	267608	269626	-	11
YNL199C	GCR2	XIV	264926	266551	-	7
YNL200C	NNR1	XIV	263713	264546	-	31
YNL201C	PSY2	XIV	260627	263215	-	4
YNL202W	SPS19	XIV	259569	260456	+	3
YNL206C	RTT106	XIV	256788	258155	-	0
YNL207W	RIO2	XIV	255353	256630	+	0
YNL208W	YNL208W	XIV	254409	255017	+	3
YNL209W	SSB2	XIV	252044	253900	+	5
YNL211C	MRX7	XIV	250055	250327	-	4
YNL212W	VID27	XIV	247458	249809	+	1
YNL213C	RRG9	XIV	246460	247125	-	7
YNL214W	PEX17	XIV	245614	246216	+	1
YNL215W	IES2	XIV	244468	245430	+	0
YNL216W	RAP1	XIV	241635	244172	+	18
YNL217W	YNL217W	XIV	240331	241311	+	0
YNL218W	MGS1	XIV	238238	240001	+	0
YNL219C	ALG9	XIV	235996	237714	-	17
YNL220W	ADE12	XIV	234347	235714	+	22
YNL221C	POP1	XIV	231068	233695	-	0
YNL222W	SSU72	XIV	229079	229714	+	5
YNL223W	ATG4	XIV	227370	228854	+	0
YNL224C	SQS1	XIV	224796	227099	-	0
YNL225C	CNM67	XIV	222724	224493	-	8
YNL227C	JJJ1	XIV	220659	222431	-	0
YNL229C	URE2	XIV	219137	220201	-	0
YNL231C	PDR16	XIV	215987	217042	-	0
YNL232W	CSL4	XIV	214863	215801	+	20
YNL233W	BNI4	XIV	211790	214600	+	44
YNL234W	YNL234W	XIV	210206	211513	+	9
YNL236W	SIN4	XIV	206912	209854	+	6
YNL237W	YTP1	XIV	205155	206567	+	11
YNL238W	KEX2	XIV	202386	204872	+	14
YNL239W	LAP3	XIV	200521	201933	+	16
YNL240C	NAR1	XIV	198502	199995	-	6
YNL241C	ZWF1	XIV	196426	197943	-	0
YNL242W	ATG2	XIV	191324	196102	+	0
YNL243W	SLA2	XIV	188051	190957	+	0
YNL244C	SUI1	XIV	187170	187520	-	8
YNL245C	CWC25	XIV	186346	186891	-	2
YNL246W	VPS75	XIV	185454	186349	+	2
YNL247W	YNL247W	XIV	182875	185178	+	0
YNL248C	RPA49	XIV	181361	182608	-	0
YNL249C	MPA43	XIV	179394	181043	-	7
YNL250W	RAD50	XIV	175410	179348	+	0
YNL251C	NRD1	XIV	172588	174393	-	26
YNL252C	MRPL17	XIV	171441	172286	-	0
YNL253W	TEX1	XIV	170018	171286	+	0
YNL254C	RTC4	XIV	168043	169248	-	0
YNL255C	GIS2	XIV	167329	167790	-	0
YNL256W	FOL1	XIV	164575	167097	+	16
YNL259C	ATX1	XIV	157644	157865	-	0
YNL261W	ORC5	XIV	155040	156539	+	20
YNL263C	YIF1	XIV	146896	147885	-	15
YNL264C	PDR17	XIV	145563	146615	-	0
YNL265C	IST1	XIV	144280	145296	-	5
YNL267W	PIK1	XIV	140878	144078	+	0
YNL268W	LYP1	XIV	138544	140385	+	2
YNL270C	ALP1	XIV	135940	137670	-	3
YNL272C	SEC2	XIV	126805	129126	-	14
YNL273W	TOF1	XIV	122883	126599	+	0
YNL274C	GOR1	XIV	121118	122203	-	11
YNL275W	BOR1	XIV	119268	120998	+	0
YNL277W	MET2	XIV	117304	118809	+	15
YNL278W	CAF120	XIV	113172	116453	+	33
YNL280C	ERG24	XIV	109095	110411	-	0
YNL282W	POP3	XIV	107675	108274	+	4
YNL286W	CUS2	XIV	95157	96080	+	22
YNL287W	SEC21	XIV	91976	94801	+	6
YNL289W	PCL1	XIV	87897	88736	+	0
YNL290W	RFC3	XIV	86218	87240	+	0
YNL291C	MID1	XIV	84169	85815	-	0
YNL292W	PUS4	XIV	82806	84017	+	0
YNL293W	MSB3	XIV	80628	82541	+	4
YNL294C	RIM21	XIV	78659	80278	-	6
YNL295W	MRX6	XIV	76946	78520	+	0
YNL298W	CLA4	XIV	68894	71443	+	7
YNL299W	TRF5	XIV	66517	68445	+	0
YNL300W	TOS6	XIV	65744	66052	+	0
YNL301C	RPL18B	XIV	63570	64562	-	0
YNL302C	RPS19B	XIV	61958	62964	-	7
YNL304W	YPT11	XIV	60279	61550	+	6
YNL306W	MRPS18	XIV	58152	58808	+	1
YNL307C	MCK1	XIV	56446	57630	-	19
YNL308C	KRI1	XIV	54122	55897	-	0
YNL309W	STB1	XIV	52638	53924	+	8
YNL310C	ZIM17	XIV	51907	52476	-	15
YNL311C	SKP2	XIV	49397	51691	-	1
YNL312W	RFA2	XIV	48278	49216	+	3
YNL313C	EMW1	XIV	45308	48025	-	1
YNL314W	DAL82	XIV	44444	45214	+	1
YNL315C	ATP11	XIV	43324	44286	-	2
YNL316C	PHA2	XIV	42071	43090	-	5
YNL317W	PFS2	XIV	40619	42016	+	0
YNL320W	YNL320W	XIV	37700	38554	+	0
YNL321W	VNX1	XIV	34696	37422	+	0
YNL322C	KRE1	XIV	33294	34247	-	4
YNL323W	LEM3	XIV	31944	33188	+	0
YNL325C	FIG4	XIV	28739	31378	-	0
YNL326C	PFA3	XIV	27337	28365	-	6
YNL327W	EGT2	XIV	24048	27173	+	0
YNL328C	MDJ2	XIV	22834	23289	-	5
YNL329C	PEX6	XIV	19541	22639	-	2
YNL330C	RPD3	XIV	18001	19341	-	13
YNL331C	AAD14	XIV	16118	17308	-	20
YNR001C	CIT1	XIV	629622	631076	-	5
YNR002C	ATO2	XIV	633008	633865	-	3
YNR003C	RPC34	XIV	634344	635321	-	8
YNR004W	SWM2	XIV	635943	636383	+	0
YNR006W	VPS27	XIV	636986	638854	+	0
YNR007C	ATG3	XIV	639182	640120	-	2
YNR008W	LRO1	XIV	640396	642381	+	0
YNR009W	NRM1	XIV	642669	643439	+	7
YNR010W	CSE2	XIV	643705	644193	+	13
YNR011C	PRP2	XIV	644320	646950	-	0
YNR012W	URK1	XIV	647420	648937	+	4
YNR013C	PHO91	XIV	649028	651724	-	4
YNR014W	YNR014W	XIV	652465	653103	+	0
YNR015W	SMM1	XIV	653384	654541	+	1
YNR017W	TIM23	XIV	662889	663581	+	8
YNR018W	RCF2	XIV	664270	664944	+	0
